ts_utc,equity,buying_power,contracts
2026-07-03T16:49:00.303427+00:00,100652.05,100652.05,1
2026-07-03T16:49:30.565055+00:00,100652.05,100652.05,1
2026-07-03T16:50:00.846488+00:00,100652.05,100652.05,1
2026-07-03T16:50:31.124299+00:00,100652.05,100652.05,1
2026-07-03T16:51:01.395673+00:00,100652.05,100652.05,1
2026-07-03T16:51:31.672361+00:00,100652.05,100652.05,1
2026-07-03T16:52:01.943431+00:00,100652.05,100652.05,1
2026-07-03T16:52:32.209181+00:00,100652.05,100652.05,1
2026-07-03T16:53:02.497366+00:00,100652.05,100652.05,1
2026-07-03T16:53:32.758908+00:00,100652.05,100652.05,1
2026-07-03T16:54:03.027646+00:00,100652.05,100652.05,1
2026-07-03T16:54:33.286709+00:00,100652.05,100652.05,1
2026-07-03T16:55:03.556416+00:00,100652.05,100652.05,1
2026-07-03T16:55:33.824749+00:00,100652.05,100652.05,1
2026-07-03T16:56:04.092321+00:00,100652.05,100652.05,1
2026-07-03T16:56:34.349054+00:00,100652.05,100652.05,1
2026-07-03T16:57:04.627543+00:00,100652.05,100652.05,1
2026-07-03T16:57:34.891456+00:00,100652.05,100652.05,1
2026-07-03T16:58:05.193939+00:00,100652.05,100652.05,1
2026-07-03T16:58:35.486110+00:00,100652.05,100652.05,1
2026-07-03T16:59:05.770967+00:00,100652.05,100652.05,1
2026-07-03T16:59:36.046134+00:00,100652.05,100652.05,1
2026-07-03T17:00:06.335416+00:00,100652.05,100652.05,1
2026-07-03T17:00:36.587620+00:00,100652.05,100652.05,1
2026-07-03T17:01:06.855512+00:00,100652.05,100652.05,1
2026-07-03T17:01:37.133493+00:00,100652.05,100652.05,1
2026-07-03T17:02:07.386244+00:00,100652.05,100652.05,1
2026-07-03T17:02:37.663673+00:00,100652.05,100652.05,1
2026-07-03T17:03:07.924292+00:00,100652.05,100652.05,1
2026-07-03T17:03:38.190344+00:00,100652.05,100652.05,1
2026-07-03T17:04:08.455042+00:00,100652.05,100652.05,1
2026-07-03T17:04:38.727807+00:00,100652.05,100652.05,1
2026-07-03T17:05:08.982545+00:00,100652.05,100652.05,1
2026-07-03T17:05:39.238445+00:00,100652.05,100652.05,1
2026-07-03T17:06:09.492039+00:00,100652.05,100652.05,1
2026-07-03T17:06:39.770226+00:00,100652.05,100652.05,1
2026-07-03T17:07:10.041455+00:00,100652.05,100652.05,1
2026-07-03T17:07:40.318052+00:00,100652.05,100652.05,1
2026-07-03T17:08:10.597725+00:00,100652.05,100652.05,1
